02,07,2020,00:10,GBPJPY,PUT
02,07,2020,00:15,USDJPY,PUT
02,07,2020,00:40,USDCAD,PUT
02,07,2020,01:15,USDJPY,PUT
02,07,2020,01:30,AUDCAD,PUT
02,07,2020,01:35,GBPJPY,PUT
02,07,2020,01:55,AUDCAD,PUT
02,07,2020,01:55,GBPJPY,PUT
02,07,2020,01:55,USDJPY,PUT
02,07,2020,02:00,EURUSD,PUT
02,07,2020,02:50,USDJPY,PUT
02,07,2020,03:10,EURUSD,PUT
02,07,2020,03:15,AUDCAD,PUT
02,07,2020,03:20,USDJPY,PUT
02,07,2020,03:25,USDCAD,PUT
02,07,2020,03:35,AUDCAD,PUT
02,07,2020,03:40,EURUSD,PUT
02,07,2020,03:55,GBPJPY,PUT
02,07,2020,04:15,USDCAD,PUT
02,07,2020,04:20,USDJPY,PUT
02,07,2020,04:35,AUDCAD,PUT
02,07,2020,05:30,USDCAD,PUT
02,07,2020,05:35,AUDCAD,PUT
02,07,2020,05:45,GBPJPY,PUT
02,07,2020,06:10,GBPJPY,PUT
02,07,2020,06:20,USDCAD,PUT
02,07,2020,06:35,AUDCAD,PUT
02,07,2020,06:35,EURUSD,PUT
02,07,2020,06:50,GBPJPY,PUT
02,07,2020,07:00,GBPJPY,PUT
02,07,2020,07:00,USDJPY,PUT
02,07,2020,07:05,USDCAD,PUT
02,07,2020,07:20,USDJPY,PUT
02,07,2020,07:45,USDCAD,PUT
02,07,2020,07:50,USDJPY,PUT
02,07,2020,08:05,AUDCAD,PUT
02,07,2020,08:35,AUDCAD,PUT
02,07,2020,09:05,USDCAD,PUT
02,07,2020,09:25,GBPJPY,PUT
02,07,2020,10:25,AUDCAD,PUT
02,07,2020,10:35,USDJPY,PUT
02,07,2020,11:10,AUDCAD,PUT
02,07,2020,11:15,GBPJPY,PUT
02,07,2020,11:55,AUDCAD,PUT
02,07,2020,12:10,GBPJPY,PUT
02,07,2020,12:15,USDJPY,PUT
02,07,2020,12:30,AUDCAD,PUT
02,07,2020,12:35,GBPJPY,PUT
02,07,2020,12:40,USDCAD,PUT
02,07,2020,12:50,AUDCAD,PUT
02,07,2020,12:50,USDJPY,PUT
02,07,2020,13:05,USDCAD,PUT
02,07,2020,13:30,USDJPY,PUT
02,07,2020,13:35,AUDCAD,PUT
02,07,2020,14:15,USDCAD,PUT
02,07,2020,14:40,AUDCAD,PUT
02,07,2020,14:45,USDJPY,PUT
02,07,2020,15:20,USDJPY,PUT
02,07,2020,15:45,USDJPY,PUT
02,07,2020,16:35,USDJPY,PUT
02,07,2020,16:45,USDCAD,PUT
